age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
73,retired,married,basic.4y,no,yes,no,cellular,apr,mon,no
54,technician,married,high.school,no,yes,no,cellular,apr,mon,no
31,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
46,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,no
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,no
56,retired,divorced,university.degree,no,yes,no,cellular,apr,mon,no
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,apr,mon,no
37,management,married,university.degree,no,yes,no,cellular,apr,mon,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,no
29,technician,single,university.degree,no,yes,no,cellular,apr,mon,no
43,admin.,single,university.degree,no,yes,no,cellular,apr,mon,yes
53,services,married,high.school,no,yes,no,cellular,apr,mon,no
35,technician,single,university.degree,unknown,no,no,cellular,apr,mon,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,no
33,technician,married,high.school,no,yes,no,cellular,apr,mon,no
42,services,married,university.degree,no,yes,no,cellular,apr,mon,no
41,services,married,high.school,no,no,no,cellular,apr,mon,no
36,services,single,high.school,no,yes,no,cellular,apr,mon,no
40,technician,married,professional.course,no,yes,yes,cellular,apr,mon,no
40,management,married,university.degree,unknown,no,no,cellular,apr,mon,no
40,admin.,single,high.school,no,yes,no,cellular,apr,mon,yes
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,no
35,admin.,single,basic.9y,no,yes,no,cellular,apr,mon,no
26,admin.,single,high.school,no,yes,no,cellular,apr,mon,yes
41,blue-collar,divorced,high.school,unknown,yes,no,cellular,apr,mon,no
29,technician,single,university.degree,no,no,yes,cellular,apr,mon,no
34,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,no
38,technician,married,professional.course,no,no,no,cellular,apr,mon,no
37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,no
57,entrepreneur,single,university.degree,no,no,yes,cellular,apr,mon,no
37,management,married,university.degree,no,yes,no,cellular,apr,mon,no
39,technician,single,professional.course,no,no,no,cellular,apr,mon,no
42,services,married,university.degree,no,yes,no,cellular,apr,mon,no
26,admin.,single,high.school,no,no,no,cellular,apr,mon,yes
57,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,no
36,admin.,married,high.school,no,no,no,cellular,apr,mon,no
50,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,no
42,management,single,university.degree,unknown,no,yes,cellular,apr,mon,no
36,technician,married,high.school,no,yes,yes,cellular,apr,mon,no
50,services,married,high.school,no,yes,no,cellular,apr,mon,no
41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,no
52,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,no
26,admin.,single,high.school,no,no,no,cellular,apr,mon,no
40,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
46,entrepreneur,married,unknown,no,yes,yes,cellular,apr,mon,no
32,student,single,university.degree,no,yes,no,cellular,apr,mon,yes
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,no
40,services,married,high.school,no,yes,no,cellular,apr,mon,no
36,technician,married,high.school,no,no,no,cellular,apr,mon,no
38,blue-collar,divorced,basic.6y,no,yes,yes,cellular,apr,mon,no
35,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,no
36,technician,married,high.school,no,no,no,cellular,apr,mon,no
32,admin.,married,high.school,no,yes,yes,telephone,apr,mon,no
33,services,married,high.school,no,yes,yes,cellular,apr,mon,no
40,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,no
36,management,married,university.degree,no,yes,yes,cellular,apr,mon,no
41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,no
45,services,divorced,basic.9y,no,no,no,cellular,apr,mon,no
33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,no
41,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,no
36,management,married,university.degree,no,no,no,cellular,apr,mon,no
34,management,married,university.degree,no,yes,yes,cellular,apr,mon,yes
42,services,married,high.school,no,yes,no,cellular,apr,mon,no
42,services,married,high.school,no,yes,no,cellular,apr,mon,no
34,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,no
68,retired,married,high.school,no,yes,no,cellular,apr,mon,yes
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
35,technician,single,university.degree,no,yes,no,cellular,apr,mon,no
40,technician,single,professional.course,no,yes,yes,cellular,apr,mon,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
43,management,married,university.degree,no,yes,yes,cellular,apr,mon,no
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
30,technician,divorced,university.degree,no,no,no,cellular,apr,mon,no
38,management,divorced,university.degree,no,no,yes,cellular,apr,mon,no
40,retired,single,high.school,no,yes,no,cellular,apr,mon,no
37,services,divorced,high.school,unknown,yes,yes,cellular,apr,mon,no
35,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,no
36,management,single,high.school,no,yes,no,cellular,apr,mon,no
35,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
47,management,married,university.degree,no,no,no,cellular,apr,mon,no
30,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,no
58,services,married,basic.6y,no,yes,no,cellular,apr,mon,no
45,technician,single,professional.course,no,unknown,unknown,cellular,apr,mon,no
35,admin.,single,university.degree,no,unknown,unknown,cellular,apr,mon,no
49,unemployed,married,basic.6y,unknown,no,no,cellular,apr,mon,no
38,management,divorced,university.degree,no,no,no,cellular,apr,mon,no
57,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,no
26,admin.,single,high.school,no,no,no,telephone,apr,mon,yes
35,services,single,professional.course,unknown,no,no,cellular,apr,mon,no
31,management,single,university.degree,no,yes,no,cellular,apr,mon,no
46,admin.,married,high.school,unknown,no,no,cellular,apr,mon,no
34,admin.,divorced,university.degree,no,no,yes,cellular,apr,mon,no
34,technician,married,basic.9y,no,no,no,cellular,apr,mon,no
30,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,no
44,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,no
57,entrepreneur,single,university.degree,no,yes,no,cellular,apr,mon,yes
43,services,single,university.degree,no,yes,no,cellular,apr,mon,no
29,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
38,blue-collar,married,professional.course,no,no,yes,cellular,apr,mon,no
48,services,single,basic.9y,no,yes,no,cellular,apr,mon,no
34,technician,married,basic.9y,no,no,no,cellular,apr,mon,no
36,services,single,high.school,unknown,no,yes,cellular,apr,mon,no
43,management,married,university.degree,no,no,no,telephone,apr,mon,no
32,technician,single,professional.course,no,no,no,cellular,apr,mon,no
32,technician,single,professional.course,no,no,no,cellular,apr,mon,no
43,management,married,university.degree,no,no,no,cellular,apr,mon,no
52,services,married,basic.6y,no,no,yes,cellular,apr,mon,no
56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,no
19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,yes
26,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,yes
43,management,married,university.degree,no,no,yes,cellular,apr,mon,no
35,services,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
31,services,divorced,high.school,no,no,no,cellular,apr,mon,no
31,services,divorced,high.school,no,no,no,cellular,apr,mon,no
47,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,no
21,services,single,basic.9y,no,no,no,cellular,apr,mon,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
45,services,married,basic.4y,no,unknown,unknown,cellular,apr,mon,no
37,technician,single,university.degree,no,no,no,cellular,apr,mon,no
36,technician,divorced,professional.course,no,no,no,cellular,apr,mon,no
36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,no
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,no
57,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
53,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,mon,no
73,retired,married,basic.4y,no,yes,yes,cellular,apr,mon,no
23,student,single,high.school,no,yes,no,cellular,apr,mon,no
32,technician,married,professional.course,no,yes,no,cellular,apr,mon,no
56,self-employed,married,university.degree,no,yes,no,cellular,apr,mon,no
37,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
51,services,married,high.school,no,yes,no,cellular,apr,mon,no
56,services,married,basic.4y,no,yes,yes,cellular,apr,mon,no
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,no
37,technician,single,professional.course,no,no,no,cellular,apr,mon,no
31,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
31,technician,single,professional.course,no,no,no,cellular,apr,mon,no
46,services,married,high.school,no,no,no,cellular,apr,mon,no
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,no
46,services,married,high.school,no,no,no,telephone,apr,mon,no
46,services,married,high.school,no,yes,no,cellular,apr,mon,no
30,admin.,single,university.degree,unknown,no,no,cellular,apr,mon,no
46,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,no
43,management,married,university.degree,no,yes,no,cellular,apr,mon,no
57,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
19,student,single,unknown,no,yes,no,cellular,apr,mon,no
45,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
32,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
55,services,married,high.school,no,yes,yes,cellular,apr,mon,yes
48,retired,divorced,basic.4y,unknown,yes,no,cellular,apr,mon,no
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,yes
40,self-employed,married,basic.9y,no,yes,yes,cellular,apr,mon,no
33,blue-collar,married,high.school,no,unknown,unknown,cellular,apr,mon,no
39,unemployed,single,high.school,no,yes,no,telephone,apr,mon,no
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,yes
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,no
47,self-employed,married,university.degree,no,no,no,cellular,apr,mon,no
52,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
41,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,no
40,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
40,management,married,university.degree,no,yes,no,cellular,apr,mon,no
46,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,no
44,blue-collar,married,basic.4y,no,unknown,unknown,cellular,apr,mon,no
29,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,no
71,retired,married,university.degree,no,no,no,cellular,apr,mon,yes
38,admin.,single,university.degree,no,yes,yes,cellular,apr,mon,no
46,services,married,high.school,no,no,no,cellular,apr,mon,no
52,services,married,basic.6y,no,yes,no,cellular,apr,mon,no
49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,no
52,services,married,basic.6y,no,no,no,cellular,apr,mon,no
48,services,divorced,high.school,no,no,no,cellular,apr,mon,no
33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,no
56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,yes
49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,no
46,admin.,married,high.school,unknown,yes,no,cellular,apr,mon,no
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
37,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,no
75,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,yes
23,admin.,married,high.school,no,no,no,cellular,apr,mon,no
57,management,divorced,university.degree,unknown,yes,no,cellular,apr,mon,no
50,technician,married,professional.course,no,yes,no,cellular,apr,mon,no
53,admin.,single,university.degree,no,no,no,cellular,apr,mon,no
47,technician,married,high.school,unknown,no,no,cellular,apr,mon,no
37,blue-collar,divorced,basic.9y,no,yes,no,cellular,apr,mon,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
52,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
29,management,single,university.degree,no,no,no,cellular,apr,mon,no
54,technician,married,high.school,no,yes,no,cellular,apr,mon,no
31,services,married,high.school,no,no,no,telephone,apr,mon,no
30,admin.,single,high.school,no,yes,no,cellular,apr,mon,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
45,admin.,divorced,high.school,unknown,yes,no,cellular,apr,mon,no
33,technician,married,high.school,no,no,no,cellular,apr,mon,no
53,management,divorced,university.degree,unknown,unknown,unknown,cellular,apr,mon,no
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,no
38,admin.,single,university.degree,no,unknown,unknown,cellular,apr,mon,no
45,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,no
34,entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,no
22,services,single,high.school,no,yes,no,cellular,apr,mon,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
35,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,no
19,student,single,unknown,no,yes,no,cellular,apr,mon,yes
40,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
35,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,yes
52,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,no
31,services,divorced,high.school,no,no,no,cellular,apr,mon,no
40,admin.,divorced,university.degree,no,yes,no,telephone,apr,mon,no
45,technician,married,high.school,no,yes,no,cellular,apr,mon,no
33,technician,divorced,professional.course,no,yes,no,cellular,apr,mon,no
38,self-employed,married,university.degree,unknown,yes,no,cellular,apr,mon,no
37,services,divorced,high.school,unknown,yes,no,cellular,apr,mon,no
31,self-employed,married,university.degree,no,yes,no,cellular,apr,mon,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
34,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
40,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
40,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
55,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
56,housemaid,married,university.degree,no,yes,no,cellular,apr,mon,yes
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,no
33,housemaid,single,high.school,unknown,yes,yes,cellular,apr,mon,no
37,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,no
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,no
30,technician,divorced,university.degree,no,no,no,cellular,apr,mon,no
32,technician,married,university.degree,no,no,no,cellular,apr,mon,no
41,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
24,admin.,single,professional.course,no,yes,no,cellular,apr,mon,yes
53,management,divorced,university.degree,unknown,yes,no,cellular,apr,mon,no
57,services,married,high.school,no,yes,no,cellular,apr,mon,no
33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,no
59,technician,divorced,professional.course,no,no,no,cellular,apr,mon,yes
40,blue-collar,married,basic.6y,unknown,unknown,unknown,cellular,apr,mon,no
30,technician,single,university.degree,no,unknown,unknown,cellular,apr,mon,yes
29,technician,single,basic.9y,no,unknown,unknown,telephone,apr,mon,no
50,admin.,married,high.school,no,no,no,cellular,apr,mon,no
25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,no
35,technician,single,university.degree,unknown,yes,yes,cellular,apr,mon,no
44,management,married,university.degree,no,no,no,cellular,apr,mon,no
25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,yes
